X1,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,hours,BusinessAcceptsCreditCards,BikeParking,GoodForKids,ByAppointmentOnly,RestaurantsPriceRange2,DogsAllowed,RestaurantsTakeOut,RestaurantsReservations,RestaurantsGoodForGroups,HasTV,RestaurantsDelivery,OutdoorSeating,Caters,WheelchairAccessible,RestaurantsTableService,HappyHour,BusinessAcceptsBitcoin,BYOB,Corkage,GoodForDancing,CoatCheck,DriveThru,AgesAllowed,RestaurantsCounterService,Open24Hours,alcohol_beer_and_wine,alcohol_full_bar,alcohol_none,touristy,hipster,romantic,intimate,trendy,upscale,classy,casual,divey,parking_garage,parking_street,parking_validated,parking_lot,parking_valet,bn_monday,bn_tuesday,bn_friday,bn_wednesday,bn_thursday,bn_sunday,bn_saturday,garage,street,validated,lot,valet,byobcorkage_no,byobcorkage_yes_corkage,byobcorkage_yes_free,dairy-free,gluten-free,vegan,kosher,halal,soy-free,vegetarian,music_dj,music_background_music,music_no_music,music_jukebox,music_live,music_video,music_karaoke,wifi_free,wifi_no,wifi_paid
148636,SaAIh36XncqFQanBhSQlEA,Noodles & Company,3600 University Ave And Midvale Blvd,Madison,WI,53705,43.07566109810001,-89.44926186469999,2.5,36,1,"Restaurants, Soup, Noodles, Food, Salad, Specialty Food, Pasta Shops","{'Monday': '0:0-0:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '10:30-21:0'}",1,1,1,,1,,1,0,1,1,0,0,1,1,0,,,,,,,0,,,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0
148706,XzMOmLWmCClAgJMgCi9YRQ,Heartland Grill,706 John Nolen Dr,Madison,WI,53713,43.0474951,-89.3732934,2.5,17,1,"Restaurants, Comfort Food, American (Traditional)","{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-12:0'}",1,,1,,2,,1,0,1,1,0,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0
148721,I2BCOAwqJJIfUX-NzPbNjw,Calasan,745 N High Point Rd,Madison,WI,53717,43.076105,-89.5186896,2.5,7,0,"Indonesian, Restaurants",,1,,1,,2,,1,,,,1,0,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
148916,cRBIvRyynPBjDi2y49PV6g,Strings Ramen-Madison,311 N Frances St,Madison,WI,53703,43.0724311441,-89.3957334319,4,141,1,"Ramen, Restaurants, Japanese","{'Monday': '17:0-21:30', 'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}",1,,1,,2,0,1,0,1,0,1,0,0,1,1,0,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0
149079,rK07YAIZJBFrvx7Z5k39_g,Mezze,414 W Gilman St,Madison,WI,53703,43.0745706,-89.39406170000001,4,15,0,"Nightlife, Tapas/Small Plates, Cocktail Bars, American (New), Restaurants, Pizza, Bars, Food, Mediterranean, Beer, Wine & Spirits","{'Monday': '17:0-2:0', 'Tuesday': '17:0-2:0', 'Wednesday': '17:0-2:0', 'Thursday': '17:0-2:0', 'Friday': '17:0-2:30', 'Saturday': '17:0-2:30', 'Sunday': '17:0-2:30'}",1,1,0,,2,1,1,0,0,0,0,1,0,1,1,0,0,,,0,0,,,,,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,0,1,,0,0,0,0,1,0,0
149088,X0siHN0KchBjGKn9QsEAFg,Vintage Spirits & Grill,529 University Ave,Madison,WI,53703,43.07293610000001,-89.39544559999999,4,64,1,"Bars, Nightlife, American (New), Breakfast & Brunch, Beer Bar, Restaurants","{'Monday': '15:0-2:0', 'Tuesday': '15:0-2:0', 'Wednesday': '15:0-2:0', 'Thursday': '15:0-2:0', 'Friday': '15:0-2:30', 'Saturday': '9:0-2:30', 'Sunday': '9:0-2:0'}",1,1,0,,1,,1,0,1,1,1,1,0,,,1,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,0
149169,npqc1DO90A5TzavGmYyGhA,OSS,910 Regent St,Madison,WI,53715,43.067680100000004,-89.4015806,4.5,187,0,"Beer Bar, Bars, Hot Dogs, Restaurants, Comfort Food, Nightlife, Beer Gardens, American (New)","{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-21:0'}",1,1,1,,1,0,1,0,1,1,1,1,1,1,0,0,0,,,0,0,,,,,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0
149441,QwGV_v3s9eOMzfWrFLUf6A,Whole Foods Market,3313 University Ave,Madison,WI,53705,43.0747426,-89.44422519999999,3.5,94,1,"Restaurants, Organic Stores, Health Markets, Specialty Food, Delis, Food, Grocery","{'Monday': '0:0-0:0', 'Tuesday': '7:30-20:0', 'Wednesday': '10:0-18:0', 'Thursday': '7:30-15:0', 'Friday': '7:30-22:0', 'Saturday': '7:30-22:0', 'Sunday': '7:30-20:0'}",1,1,1,0,3,1,1,0,1,0,0,1,1,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,0,1,0
149668,aS4t4ee3xqQXgNHNxi9gAA,Flaming Wok,"4237 Lien Rd, Ste H",Madison,WI,53704,43.120604799999995,-89.30897829999999,3,86,1,"Restaurants, Noodles, Chinese","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-23:0'}",1,1,1,,1,,1,0,1,1,1,0,1,,,,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,1,0,0
149860,tt96sjIQIKgtGEvRHhLfBg,Burger King,6909 Odana Rd,Madison,WI,53719,43.0561005,-89.5010698,2.5,15,1,"Fast Food, Restaurants, Burgers",,1,1,1,,1,,1,0,1,1,,1,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,1,0,0
149878,5922_DJ8lQXaJva0XOlyXw,Four Lakes Cafe,600 Highland Ave,Madison,WI,53705,43.076513,-89.4317035,3.5,11,1,"Cafes, Restaurants, Food","{'Monday': '6:0-19:0', 'Tuesday': '6:0-19:0', 'Wednesday': '6:0-19:0', 'Thursday': '6:0-19:0', 'Friday': '6:0-19:0', 'Saturday': '6:30-18:30', 'Sunday': '6:30-18:30'}",1,1,1,0,1,,1,0,1,1,0,0,0,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0
150079,opdNlNy2oGE2mxuS0SXR1Q,Aldo's Cafe,330 N Orchard St,Madison,WI,53715,43.073180718900005,-89.40765654469999,3.5,30,1,"Sandwiches, Restaurants, Cafes","{'Monday': '7:0-17:30', 'Tuesday': '7:0-17:30', 'Wednesday': '7:0-17:30', 'Thursday': '7:0-17:30', 'Friday': '7:0-17:30'}",1,1,0,,1,,1,0,1,1,0,1,1,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0
150262,Mp-spZbBtbHkzubDSYPs2Q,"MOOYAH Burgers, Fries & Shakes",571 State St,Madison,WI,53703,43.074800200000006,-89.39544620000001,4,60,1,"Hot Dogs, Food, Salad, Ice Cream & Frozen Yogurt, Burgers, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",1,1,1,,1,,1,0,1,1,1,0,0,1,0,,0,,,,,0,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,0,1,0
150303,A_EqTA6dWEtBbWs2PEqU4A,Subway Restaurants,711 State Street,Madison,WI,53703,43.0745847,-89.39786240000001,1,3,1,"Sandwiches, Restaurants, Fast Food","{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '10:0-17:0'}",1,,,,1,,1,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0
150459,Ed5feP-TztmLtc4pRKDvNA,Lee Asian Bistro,4604 Monona Dr,Madison,WI,53716,43.0699604,-89.32590429999999,3.5,11,0,"Restaurants, Vietnamese, Chinese","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",1,,1,,1,,1,1,1,0,1,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,0,0,0
150648,hXCoi8OuvdhIA-zXJiPvfg,Full Of Bull Famous Roast Beef,534 State St,Madison,WI,53703,43.075128899999996,-89.394324,2.5,26,0,"Sandwiches, Steakhouses, Restaurants",,1,,1,,1,,1,0,1,1,1,1,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,0,0,0
150764,OnKyFU0FsiPVd8Jwl6st6g,Fromagination,12 S Carroll St,Madison,WI,53703,43.0734313842,-89.38494230270001,4.5,215,1,"Cheese Shops, Sandwiches, Cheese Tasting Classes, Restaurants, Education, Tasting Classes, Specialty Food, Food","{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-19:0', 'Saturday': '8:0-18:0', 'Sunday': '11:0-17:0'}",1,1,0,,2,,1,0,0,1,1,1,1,1,0,,,,,,,,,,,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0
150996,u_A58uX7x7AEOKOboFGFpg,Hy-Vee Market Grille,3801 E Washington Ave,Madison,WI,53714,43.1177159,-89.3183571,3,14,1,"Restaurants, Sports Bars, Nightlife, Bars, Cafes","{'Monday': '16:0-22:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-23:0', 'Saturday': '16:0-23:0', 'Sunday': '9:0-22:0'}",1,1,1,,2,,1,,1,1,,1,1,,1,1,,,,0,0,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,1,0
151620,fcQDwASYxBGQHiMIJadw-Q,Angelic Brewing Co,322 W Johnson St,Madison,WI,53703,43.074154,-89.391323,3,10,0,"American (Traditional), Nightlife, Food, Breweries, Restaurants",,1,,,,2,,,0,1,,,1,,,,,,,,,,,,,,0,1,0,,,,,,,,,,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
151658,fpwMWuKAR8joNW1B4N3e5w,Forage Kitchen,665 State St,Madison,WI,53703,43.074707000000004,-89.3970772,4,105,1,"Salad, Restaurants, Food, Juice Bars & Smoothies","{'Monday': '9:0-15:0', 'Tuesday': '10:30-20:0', 'Wednesday': '10:30-20:0', 'Thursday': '10:30-20:0', 'Friday': '10:30-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-20:0'}",1,1,1,,2,0,1,0,1,0,1,1,1,1,0,,,,,,,,,,,0,0,1,0,1,0,0,1,0,0,1,0,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0
151841,NYxVVeeI-zz2qjPKk6FCwg,Cracker Barrel Old Country Store,2147 E Springs Dr,Madison,WI,53704,43.129614700000005,-89.2934051,3,75,1,"Southern, Breakfast & Brunch, American (Traditional), Caterers, Restaurants, Comfort Food, Event Planning & Services","{'Monday': '6:0-20:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-21:0'}",1,1,1,,1,,1,0,1,0,0,0,1,,1,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,0,1,0
152070,sqOoaTxzCS6w2T-QNKhUiw,Metropolitan Coffee and Wine,329 W Mifflin St,Madison,WI,53703,43.0737205,-89.3919743,3.5,11,0,"Nightlife, Bars, Wine Bars, Food, Cafes, Coffee & Tea, Restaurants","{'Monday': '7:30-22:0', 'Tuesday': '7:30-22:0', 'Wednesday': '7:30-22:0', 'Thursday': '7:30-22:0', 'Friday': '7:30-22:0', 'Saturday': '8:0-22:0', 'Sunday': '12:0-20:0'}",1,,0,,1,,1,0,1,1,0,1,0,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0
152164,hM48axj9twnf7A6a5f8cjA,Sumo Japanese Steakhouse & Sushi Bar,1745 Parkside Dr,Madison,WI,53704,43.122722700000004,-89.314762,3.5,134,1,"Restaurants, Japanese, Sushi Bars, Steakhouses","{'Monday': '16:30-21:30', 'Tuesday': '16:30-21:30', 'Wednesday': '16:30-21:30', 'Thursday': '16:30-21:30', 'Friday': '16:30-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",1,,1,,2,,1,1,1,1,0,0,,,1,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,0,1,0
152255,11VaL6Wydw031ro4EeVyAw,Red Lion Singapore Grill and Japanese Cuisine,515 Cottage Grove Rd,Madison,WI,53716,43.0836533,-89.3177352,5,28,1,"Singaporean, Restaurants, Japanese","{'Monday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",1,1,,,,,1,1,,0,1,0,1,1,1,0,,,,,,,,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,1,0
152262,rdXAuI2fKilcf65W-QoASQ,Sa Bai Thong,6802 Odana Rd,Madison,WI,53719,43.057231099999996,-89.50003670000001,3.5,126,1,"Vegetarian, Restaurants, Thai","{'Monday': '0:0-0:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",1,1,1,,2,0,1,1,1,1,1,0,1,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,0,1,0
152804,wsmVIHJEi9J_38dXx2qLKA,Bunky's Cafe,2425 Atwood Ave,Madison,WI,53704,43.0936656,-89.34612270000001,4,126,0,"Greek, Restaurants, Italian, Mediterranean, Moroccan","{'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '17:0-21:0'}",1,1,1,,2,,1,1,1,0,0,0,1,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,,,,,,,,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,0,1,0
152919,tnRZmWnVnq25S0Hd4h-L_A,Las Cazuelas,15 N Butler St,Madison,WI,53703,43.077124299999994,-89.3815107,2.5,9,0,"Mexican, Restaurants",,1,,1,,2,,1,,1,,1,0,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
152950,50Anorn0DJXFhBr9a9_gHQ,Lakefront Cafe on Langdon,"Memorial Union, 800 Langdon Street",Madison,WI,53706,43.0765783098,-89.3994861824,3,9,0,"Burgers, American (Traditional), Vegetarian, Food Stands, Pizza, Sandwiches, Restaurants",,1,1,1,,1,,1,0,1,1,0,1,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,0,0,0
153037,1Os0g2rh6I50ZIXEZSaNkA,DLUX,117 Martin Luther King Jr Blvd,Madison,WI,53703,43.0735626221,-89.3824691772,4,464,1,"Restaurants, Cocktail Bars, American (New), Bars, Burgers, Nightlife, Breakfast & Brunch","{'Monday': '11:0-0:0', 'Tuesday': '9:0-15:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-0:0', 'Saturday': '9:0-0:0', 'Sunday': '9:0-0:0'}",1,1,0,0,2,0,1,0,1,1,1,1,1,1,,1,,,,0,0,0,,,,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,1,0,0
153287,px2hJjx46o5OoTud_AdUHw,Copps Food Center,620 S Whitney Way,Madison,WI,53711,43.052538500000004,-89.47594029999999,3,10,0,"Restaurants, Delis, Beer, Wine & Spirits, Specialty Food, Food, Grocery, Health Markets, Meat Shops","{'Monday': '6:0-23:0', 'Tuesday': '6:0-23:0', 'Wednesday': '6:0-23:0', 'Thursday': '6:0-23:0', 'Friday': '6:0-23:0', 'Saturday': '6:0-23:0', 'Sunday': '6:0-23:0'}",1,1,,,2,,1,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
153290,CRD6zKJSRbkiwTPYMIaavA,Africana Restaurant and Lounge,2701 Atwood Ave,Madison,WI,53704,43.093770500000005,-89.3452006,2.5,10,0,"Restaurants, African","{'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:30', 'Saturday': '11:0-2:30', 'Sunday': '11:0-2:0'}",1,,1,,2,,1,1,1,,0,0,,,,,,,,,,,,,,0,1,0,,,,,,,,,,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
153330,Wtp0Pfnhd7NvUIEawiIjTA,Dexter's Pub,301 North St,Madison,WI,53704,43.1033891,-89.3501882,4,147,1,"American (Traditional), Nightlife, Pubs, Restaurants, American (New), Bars, Sports Bars","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:30', 'Saturday': '11:0-2:30', 'Sunday': '11:0-0:0'}",1,1,1,,2,,1,0,1,1,0,1,0,,,1,,,0,,0,,,,,0,1,0,0,,0,0,0,0,0,1,,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,,,,,,,,0,0,0,1,0,0,0,1,0,0
153415,RpJJeDl84FKx4-FwwY2w0w,Dayton Street Grille,"The Madison Concourse Hotel And Governor's Club, 1 W Dayton St",Madison,WI,53703,43.075612899999996,-89.3865836,4,20,0,"Restaurants, American (New)","{'Monday': '17:30-22:0', 'Tuesday': '17:30-22:0', 'Wednesday': '17:30-22:0', 'Thursday': '17:30-22:0', 'Friday': '17:30-22:0', 'Saturday': '17:30-22:0', 'Sunday': '17:30-22:0'}",1,,1,,2,,1,1,1,0,0,0,1,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,0,0,0
153422,GVSc1akbPBLtpYHSAuI_eQ,Sweet Tea at the Fountain,122 State St,Madison,WI,53703,43.0748282717,-89.38740290700001,4.5,9,0,"Restaurants, Event Planning & Services, Soul Food, Caterers, Comfort Food, Southern","{'Wednesday': '15:0-0:0', 'Thursday': '15:0-0:0', 'Friday': '15:0-2:45', 'Saturday': '15:0-2:45'}",1,1,1,,2,,1,1,1,0,1,1,1,1,1,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
153542,JtSNHDRRZffnHBEsJudW-g,Noodles & Company,7050 Mineral Point Rd,Madison,WI,53717,43.061559,-89.5048147,2.5,41,1,"Asian Fusion, Chinese, Noodles, Italian, Thai, Comfort Food, American (New), Mediterranean, Fast Food, Restaurants, Salad, Food, Pasta Shops, Specialty Food","{'Monday': '0:0-0:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '10:30-21:0'}",1,1,1,,1,,1,0,1,1,0,1,1,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,0,1,0
153643,CYFfha5CmApflbpN1AhWHQ,Melted,100 E Main St,Madison,WI,53704,43.074011,-89.38255799999999,4,23,1,"Sandwiches, Farmers Market, Restaurants, Food, Street Vendors, Food Trucks, Caterers, Event Planning & Services","{'Tuesday': '11:0-14:0', 'Wednesday': '11:0-14:0', 'Thursday': '11:0-14:0', 'Friday': '11:0-14:0', 'Saturday': '11:0-14:0'}",1,0,1,,1,,1,0,0,0,0,0,1,1,0,0,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,1,0
153816,1-wuGggkiX5rGS6e2qTP7Q,Cafe Montmartre,127 E Mifflin St,Madison,WI,53703,43.0768356,-89.3833003,4,28,0,"Wine Bars, Beer, Wine & Spirits, Bars, Nightlife, Food, Restaurants, Music Venues, Arts & Entertainment","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:30', 'Saturday': '17:0-2:30', 'Sunday': '19:0-2:0'}",1,,0,,2,,1,0,1,,0,1,,,,1,,,,,,,,,,0,1,0,,,,,,,,,,1,1,0,0,0,,,,,,,,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0
153963,HY123qqsjVwmurS7hcCSkw,RP Adler's,8202 Watts Rd,Madison,WI,53719,43.0553398,-89.52355250000001,3.5,88,1,"American (New), Restaurants, Active Life","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0'}",1,1,1,0,2,0,1,1,1,1,0,1,1,,,1,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,1,0,0
154068,SxC7gGLEZ8B3ooj1Qtjz5w,Rocky Rococo Pan Style Pizza,7952 Tree Ln,Madison,WI,53717,43.06154954189999,-89.52058408479999,2.5,26,1,"Pizza, Restaurants, Italian","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-23:0', 'Saturday': '10:30-23:0', 'Sunday': '11:0-22:0'}",1,1,1,,2,,1,1,1,1,1,1,,1,0,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0
154077,CcuKo38SwW54TDlMWAMi7A,Taj Indian Restaurant,1256 S Park St,Madison,WI,53715,43.053124,-89.39625,3.5,73,0,"Indian, Pakistani, Vegetarian, Restaurants","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-22:0'}",1,1,1,,2,,1,1,1,1,1,0,1,1,1,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,,,,,,,,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,1,0,0
154369,y-1sMhUMubrHWdIW4FaE8w,Wendy's,2421 S. Stoughton,Madison,WI,53716,43.062872,-89.308293,2.5,9,1,"Restaurants, Fast Food, Sandwiches, Burgers","{'Monday': '6:0-0:0', 'Tuesday': '6:0-0:0', 'Wednesday': '6:0-0:0', 'Thursday': '6:0-0:0', 'Friday': '6:0-1:0', 'Saturday': '7:0-1:0', 'Sunday': '7:0-0:0'}",1,,0,,1,,1,0,0,,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0
154382,3EkVn5_YsP0q6LvMfTsVuQ,Cafe Social,102 N Bedford St Madison Wi,Madison,WI,53703,43.0697329,-89.39367800000001,4.5,10,1,"Coffee & Tea, Cafes, Restaurants, Specialty Food, Breakfast & Brunch, Food","{'Monday': '0:0-0:0', 'Tuesday': '7:0-17:30', 'Wednesday': '7:0-17:30', 'Thursday': '7:0-15:30', 'Friday': '7:0-15:30', 'Saturday': '8:30-15:30', 'Sunday': '9:0-15:30'}",1,1,,,1,0,1,0,,,0,0,,1,,,0,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,1,0,0
